Sentence,Words,POS,Tag
Sentence: 49,Ne'asooney ,NP,B-PER
,Salomoone ,NP,I-PER
,yelides,NC,O
,; ,NN,O
,Salomoonka ,NN,B-PER
,Bo'eeze,NN,I-PER
,Era'aalippe   ,PU,I-PER
,yelides,PU,O
,;,NN,O
Sentence: 50,Bo'eezey,NN,B-PER
,Urutippe,AJ,I-PER
,  Iyoobeede,NZ,I-PER
, yelides,VV,O
,;,VV,O
Sentence: 51, Iyoobeedey,NN,B-PER
,  Isseye ,NN,I-PER
, yelides,AJ,O
,; ,NZ,O
Sentence: 52,usupun,VV,O
,Isseyey,NP,B-PER
,kawo,NP,I-PER
,Dawute,NC,I-PER
,yelides,NN,O
,; ,NN,O
Sentence: 53,Dawutey,NN,B-PER
,Ooriyo,PU,I-PER
,macheyfe ,NN,I-PER
,Solomoone,NN,I-PER
, yelides,NN,O
,.,AJ,O
Sentence: 54,lapuna,NZ,O
,Solomoonka,VV,B-PER
, Robi'aame ,VV,I-PER
,yelides,NN,O
,; ,NN,O
,Robi'amey,AJ,B-PER
, Abbiya,NZ,I-PER
,yelides,VV,O
,; ,NP,O
Sentence: 55,Abbiyayka,NP,B-PER
, Aasafe,NC,I-PER
, yelides,NN,O
,; ,NN,O
Sentence: 56,hospuna,NN,O
,Aasafey,NN,B-PER
,Yoosapixe,NN,I-PER
,yelides,AJ,O
,; ,NZ,O
Sentence: 57,Yoosapixey  ,VV,B-PER
,Iyooraame,VV,I-PER
, yelides,NN,O
,;,NN,O
Sentence: 58, Iyooraamey,AJ,B-PER
,Ooziya,NZ,I-PER
,yelides ,VV,O
,;,NP,O
Sentence: 59,udufun,NP,O
,Ooziyaney,NC,B-PER
,Iyoo'aatame ,NN,I-PER
,yelides,NN,O
,; ,NN,O
Sentence: 60,Iyoo'aatamey ,PU,B-PER
,Akaze ,PU,I-PER
,yelides,NN,O
,; ,pun,O
Sentence: 61,Akazey,NN,B-PER
,Hiziqaase,NN,I-PER
, yelides,AJ,O
,; ,NZ,O
Sentence: 62,tammu,VV,O
,Hiziqaasi,VV,B-PER
,Minaase  ,NN,I-PER
,yelides,NN,O
,; ,AJ,O
Sentence: 63,Minaasey ,NZ,B-PER
,Amoxe,VV,I-PER
,yelides,NP,O
,; ,NP,O
Sentence:64,Amoxeykka,NC,B-PER
, Yoosiyaasa  ,NN,I-PER
,yelides,NN,O
,; ,NN,O
Sentence: 65,tammu,PU,O
, Yoosiyaasi,PU,B-PER
, Babiloone,NN,I-PER
,di'o ,NN,O
,layth ,AJ,O
,Ikonyaanenne  ,NZ,I-PER
,iza ,VV,O
,ishata,VV,I-PER
, yelides,NN,O
,.,NN,O
Sentence: 66,tammu,AJ,O
,Babiloone,NZ,B-LOC
,di'oppe ,VV,O
,guye ,NP,O
,Ikonyaaney,NP,I-PER
,Salatiyaale,NC,I-PER
, yelides,NN,O
,; ,NN,O
Sentence: 67,Salatiyaaleyka,NN,B-PER
, Zerubaabele ,PU,I-PER
, yelides,NN,O
,; ,NN,O
,tammu,NN,O
Sentence: 68, Zerubaabeley ,AJ,B-PER
,Abiyoode,NZ,I-PER
, yelides,VV,O
,; ,VV,O
Sentence:,Abiyoodey,NN,B-PER
, Eliyaqeeme,NN,I-PER
,yelides,AJ,O
,; ,NZ,O
Sentence: 69,Eliyaqeemey,VV,B-PER
, Azaare ,NP,I-PER
,yelides,NP,O
,; ,NC,O
,tammu,NN,O
Sentence: 70,Azaarey,NN,B-PER
,Saadooqe,NN,I-PER
, yelides,NN,O
,; ,NN,O
Sentence: 71,Saadooqey,AJ,B-PER
, Akime,NZ,I-PER
, yelides,VV,O
,; ,VV,O
Sentence: 72,Akimeykka,NN,B-PER
, Eliyoode ,NN,I-PER
,yelides,AJ,O
,; ,NZ,O
Sentence: 73,tammu,VV,O
,Eliyoodey,NP,B-PER
, Alazaare,NP,I-PER
,yelides,NC,O
,; ,pun,O
Sentence: 74,Alazaarey,NN,B-PER
,Maataane,NN,I-PER
,yelides,AJ,O
,; ,NZ,O
Sentence: 75,Maataaney,VV,B-PER
, Yaqoobe,VV,I-PER
,yelides,NN,O
,; ,NN,O
Sentence: 76,tammu,AJ,O
,Yaqoobeyka,NZ,B-PER
, Kirstoosa,VV,I-PER
,geetettidayssa ,NP,O
,Yesusa,NP,O
, yelida ,NC,O
,Maaramo,NN,I-PER
,ekkana ,NN,O
,giigissida ,NN,O
,Yoosefe,PU,I-PER
,yelides ,PU,O
,.,NN,O
Sentence: 77,tammu,NN,O
,Hessa ,AJ,O
,gish ,NZ,O
,Abrahaameppe  ,VV,I-PER
,yiidi ,VV,O
,Dawute,NN,I-PER
,gakkanaas ,NN,O
,tammanne,AJ,O
, oyddu ,NZ,O
,yeleteth,VV,O
,; ,NP,O
Sentence: 78,qasse ,NP,O
,Dawuteppe,NC,I-PER
,Babiloone,NN,I-LOC
,di'o,NN,O
, wode ,NN,O
,gakkanaas,PU,O
, tammanne ,NN,O
,oyddu ,NN,O
,yeleteth,NN,O
,; ,AJ,O
Sentence: 79,Babiloone ,NZ,B-LOC
,di'oppe ,VV,O
,Kirstoosa,VV,I-PER
,yeleteth ,NN,O
,gakkanaas,NN,O
, tammanne ,AJ,O
,oyddu ,NZ,O
,yeleteth ,VV,O
,gidees,NP,O
,.,NP,O
Sentence: 80,Yesus ,NC,B-PER
,Kirstoosa,NN,I-PER
,yeletta,NN,O
,.,NN,O
Sentence: 81,tammu,NN,O
,Yesus,NN,B-PER
, Kirstoosa,AJ,I-PER
,yeletetha,NZ,O
, taarikey ,VV,O
,hayssafe ,VV,O
,kaalli,NN,O
, dizayssa,NN,O
,; ,AJ,O
Sentence: 82,iza ,NZ,O
,aaya,VV,O
, Maarama,NP,I-PER
, Yoosefes,NP,I-PER
, giigetta ,NC,O
,dishin ,NN,O
,izi ,NN,O
,izira,NN,I-PER
,gayttonta ,PU,O
,Xillo,PU,O
, Ayanan ,NN,I-PER
,qanthatada ,NN,O
,beettadus,AJ,O
,. ,NZ,O
Sentence: 83,tammu,VV,O
,Izo ,VV,O
,giigissida ,NN,O
,Yoosefey ,NN,I-PER
,xillo ,AJ,O
,asaa ,NZ,O
,gidida ,VV,O
,gish ,NP,O
,Maaramo,NP,I-PER
, asaa ,NC,O
,sinthan ,NN,O
,qonce ,NN,O
,kessonta ,NN,O
,qotara ,PU,O
,agganas ,NN,O
,ba ,NN,O
,woznara ,NN,O
,qachchides,AJ,O
,.,pun,O
Sentence: 84,tammu,NN,O
,Hayssa ,NN,O
,izi ,AJ,O
,qoppishin ,NZ,O
,Xoossa,VV,I-PER
, kiitanchay,VV,I-PER
,agumora ,NN,O
,izas ,NN,O
,qoncidi ,AJ,O
,“,NZ,O
,Dawute ,VV,B-PER
,naa ,NP,O
,Yoosefe,NP,I-PER
,!  ,NC,O
,Ne ,NN,O
,giigissida ,NN,O
,Maarama,NN,I-PER
,qanthatiday ,PU,O
,Xillo ,PU,O
,Ayanan ,NN,O
,gidida ,NN,O
,gish ,AJ,O
,izo,NZ,O
, neso ,VV,O
,efanaas ,VV,O
,babbofa,NN,O
,. ,NN,O
Sentence: 85,tammu,AJ,O
,Goday,NZ,B-PER
,  nabe  ,VV,I-PER
,Isayaasa,NP,I-PER
, duunan ,NP,O
,“,NC,O
,Hekko,NN,O
,! ,NN,O
,Gela'oy ,NN,O
,qanthatana,PU,O
,; ,NN,O
Sentence: 86,attuma ,NN,O
,naakka ,NN,O
,yelana,AJ,O
,; ,NZ,O
,naaza ,VV,O
,sunthayka,VV,O
, Amanu'eela  ,NN,I-PER
,geetettana,NN,O
,;,AJ,O
Sentence: 87, hessa ,NZ,O
,birsheththika ,VV,O
,‘,NP,O
,Xoossi ,NP,I-PER
, nunara ,NC,O
,dees,NN,O
,’ ,NN,O
,geetettidi ,NN,O
,xaafettidayssi ,NN,O
,polettana ,NN,O
,mala ,AJ,O
,hayssi,NZ,O
, wurikka ,VV,O
,hanides,VV,O
,” ,NN,O
,gides,NN,O
,.,AJ,O
Sentence: 88,Tammu,NZ,O
,Yoosefeykka  ,VV,B-PER
,dhiskofe ,NP,O
,beeggidi ,NP,O
,Goda,NC,I-PER
,kiitanchay ,NN,O
,iza ,NN,O
,azazida ,NN,O
,mala ,PU,O
,Maaramo,PU,I-PER
,baso ,NN,O
,efides,NN,O
,.,AJ,O
Sentence: 89,Tammanne,NZ,O
,Gido ,VV,O
,attin ,VV,O
,baada ,NN,O
,iza ,NN,O
,koyro,AJ,O
, naaza ,NZ,O
,yelana ,VV,O
,gakkanaas ,NP,O
,izoekibenna,NP,O
,. ,NC,O
Sentence: 90,Yeletida ,NN,O
,guutha ,NN,O
,naaza ,NN,O
,suntha ,PU,O
,“,NN,O
,Yesusa ,NN,I-PER
,” ,NN,O
,gides,AJ,O
,. ,NZ,O
Sentence: 91,Awa ,VV,O
,arshey ,VV,I-LOC
, mokkiza ,NN,O
,baggafe ,NN,O
,yida ,AJ,O
,eranchata ,NZ,O
,.,VV,O
Sentence: 92,Latamu,NP,O
, Kawo,NP,B-PER
, Herdoosa,NC,I-PER
, wode ,NN,O
,Yesusi,NN,I-PER
, Beeteleme,NN,I-LOC
,Yuhudan,NN,I-LOC
,yeletidappe,NN,O
, guye ,AJ,O
,awa ,NZ,O
,arshey,VV,I-LOC
,mokkiza ,VV,O
,baggafe ,NN,O
,eranchati ,NN,O
,Yerusalame,AJ,I-LOC
,yiidi ,NZ,O
,nam'u,VV,O
,“,NP,O
,Yeletida ,NP,O
,Ayhuda,NC,I-LOC
, kawoy,NN,I-PER
,awan ,NN,O
,dizee,NN,O
,? ,PU,O
Sentence: 93,Awa ,PU,O
,arshey ,NN,B-LOC
,mokkiza ,NN,O
,baggara ,AJ,O
,iza  ,NZ,O
,xoolinteza ,VV,O
,beyidi ,VV,O
,izas  ,NN,O
,goynnana ,NN,O
,yidos,AJ,O
,” ,NZ,O
,giidi ,VV,O
,oychida,NP,O
,.,NP,O
Sentence: 94,hezu,NC,O
,Kawo,NN,B-PER
,Herdoosi,NN,B-PER
,hessa ,NN,O
,siydi ,PU,O
,daggammides,NN,O
,; ,NN,O
,Yerusalamen,NN,B-LOC
,diza ,AJ,O
,asay  ,NZ,O
,wuri ,VV,O
,izara ,VV,O
,daggammides,NN,O
,.,NN,O
Sentence: 95,oydu,AJ,O
,Izikka ,NZ,O
,Qeeseta ,VV,B-PER
,halaqatanne ,NP,O
,woga,NP,O
, tamarsizayta ,NC,O
,ubba ,NN,O
,shiishshidi ,NN,O
,“Kirstoosi ,NN,B-PER
,awan,NN,O
, yelettanee,NN,O
,?,AJ,O
,” ,NZ,O
,giidi,VV,O
, oychides,VV,O
,.,NN,O
Sentence: 96,May,NN,O
,Istika ,NN,O
,izas ,NN,O
,“,AJ,O
,Nabey,NZ,I-PER
,‘,VV,O
,Yuhuda,VV,I-LOC
, biittan,NN,O
, dizaare,NN,O
, hanne ,AJ,O
,Beeteleme,NZ,O
,!,VV,O
, ta ,NP,O
,dere ,NP,O
,Isra'eele,NC,I-LOC
,naagizadey,NN,I-PER
,neeppe,NN,O
, kezana ,NN,O
,gish ,PU,O
,hanko,PU,O
, Yuhuda,NN,I-LOC
, haarizaytappe ,NN,O
,aazanka,AJ,O
, guuxakka,NZ,O
,’ ,VV,O
,giidi ,VV,O
,xaafida,NN,O
, gish,NN,O
, izi ,AJ,O
,Beeteleme,NZ,I-LOC
,Yuhudan,VV,I-LOC
,yelettana,NP,O
,” ,NP,O
,giidi ,NC,O
,yootida,NN,O
,.,NN,O
,,NN,O
Sentence: 97,lapuna,PU,O
,Hessafe ,NN,O
,guye ,NN,I-PER
,Herdoosi ,NN,O
, eranchata ,AJ,O
,geemara ,NZ,O
,xeygisidinne ,VV,O
,ista ,VV,O
,hasayssidi ,NN,O
,xoolintezi,NN,O
, istas ,AJ,O
,bettida ,NZ,O
,wodeyo ,VV,O
,shaakki ,NP,O
,erides,NP,O
,. ,pun,O
Sentence: 98,hospuna,NN,O
, Eranchata ,NN,O
,Beeteleme,AJ,I-LOC
, yeddidi,NZ,O
, “,VV,O
,Biidi ,VV,O
,guutha ,NN,O
,naaza ,NN,O
,koyite,AJ,O
,", ",NZ,O
,takka ,VV,O
,baada ,NP,O
,izas ,NP,O
,goynnana ,NC,O
,mala ,NN,O
,demmida ,NN,O
,mala ,NN,O
,ha ,PU,O
,taakko ,PU,O
,simmidi ,NN,O
,izi,NN,O
, awan ,AJ,O
,dizaakkon ,NZ,O
,taas ,VV,O
,yootite,VV,O
,” ,NN,O
,gides,NN,O
,.,AJ,O
Sentence: 99,odufun,NZ,O
,Eranchatikka,VV,I-PER
, kawoy ,NP,I-PER
,istas ,NP,O
,gidayssa ,NC,O
,siyidappe ,NN,O
,guye ,NN,O
,simmi ,NN,O
,bida,PU,O
,; ,pun,O
Sentence: 100,awa ,NN,O
,arshey,NN,I-LOC
,mokkiza ,AJ,O
,baggara ,NZ,O
,istas,VV,O
, bettida ,VV,O
,xoolintey ,NN,O
,ista ista ,NN,O
,kaaleththidi ,AJ,O
,guutha ,NZ,O
,naazi ,VV,O
,dizaso ,NP,O
,gaththides,NP,O
,. ,NC,O
,tamu,NN,O
, Isti ,NN,O
,xoolinteza,NN,O
, beyida ,PU,O
,wode ,PU,O
,daro ,NN,O
,ufayetida,NN,O
,. ,AJ,O
Sentence: 101,tamaneeiso,NZ,O
, Keeththe ,VV,O
,gelidi,VV,O
, guutha ,NN,O
,naaza,NN,O
, iza ,AJ,O
,aayo ,NZ,O
,Maaramira,VV,I-PER
,demmidinne ,NP,O
,gulbatidi ,NP,O
,izas ,NC,O
,goynnida,NN,O
,; ,NN,O
Sentence: 102,ba ,NN,O
,saaxine,PU,O
, saaxine,NN,O
, dooydi ,NN,O
,worqa,NN,O
,", ",AJ,O
,exaanenne ,NZ,O
,karbe ,VV,O
,giza ,VV,O
,miish ,NN,O
,izas ,NN,O
,immida,AJ,O
,.,NZ,O
Sentence: 103,tamaneeiso,VV,O
,Isti,NP,O
, Herdoosakko  ,NN,I-PER
,simmonta ,NN,O
,mala ,NN,O
,agumon,AJ,O
, keehi ,NZ,O
,naagettana ,VV,O
,mala ,VV,O
,geetettida ,NN,O
,gish ,NN,O
,hara ,AJ,O
,ogera ,NZ,O
,ba ,VV,O
,dere ,NP,O
,simmida,NP,O
,.,NC,O
Sentence:104,Gibxe ,NN,B-LOC
,biitta ,NN,I-LOC
, bete,NN,O
, buus,PU,O
,.,PU,O
Sentence: 105,tamaneeiso,NN,O
, Eranchati ,NN,O
,bidappe,AJ,O
, guye ,NZ,O
,Goda,VV,I-PER
, kiitanchay ,VV,O
,Yoosefes,NN,I-PER
, agumora ,NN,O
,beettidi,AJ,O
, “,NZ,O
,Herdoosi,VV,I-PER
, guutha,NP,O
, naaza ,NP,O
,wodhana ,NC,O
,koyiza ,NN,O
,gish ,NN,O
,ne ,NN,O
,simmana ,PU,O
,wode ,NN,O
,ta ,NN,O
,nena ,NN,O
,erissana ,AJ,O
,gakkanaas ,NZ,O
,dendada ,VV,O
,guutha,VV,O
, naaza ,NN,O
,aayeyra ,NN,O
,ekkada ,AJ,O
,duge ,NZ,O
,Gibxe ,VV,I-LOC
,biitta ,NP,O
,baqatada ,NP,O
,heen ,NC,O
,daashsha,NN,O
,” ,NN,O
,gides,NN,O
,.,pun,O
Sentence: 106,tamaneeiso,NN,O
,Hessa ,NN,O
,gish ,AJ,O
,Yoosefey ,NZ,I-PER
,dendidi ,VV,O
,aayiyo ,VV,O
,naazara,NN,O
, ekkidi ,NN,O
,gidoththara ,AJ,O
,duge ,NZ,O
,Gibxe,VV,I-LOC
, biitta ,NP,O
,bides,NP,O
,. ,NC,O
Sentence: 106,tamaneeiso,NN,O
, Herdoosi,NN,I-PER
,hayqqana ,NN,O
,gakkanaas ,PU,O
,heen ,PU,O
,de'ides,NN,O
,. ,NN,O
Sentence: 107,Hessanka ,AJ,O
,“,NZ,O
,Ta ,VV,O
,naaza ,VV,O
,ta ,NN,O
,Gibxe,NN,I-LOC
,biittafe,AJ,O
, xeeygadis,NZ,O
,” ,VV,O
,giidi ,NP,O
,Goday ,NP,I-PER
,kase ,NC,O
,nabe,NN,O
,duunan,NN,O
, haasayidayssi ,NN,O
,.,PU,O
Sentence: 108,Tamanneiso,NN,O
,Hessan ,NN,O
,“,NN,O
,Yeehoynne,AJ,O
, gita ,NZ,O
,waaso ,VV,O
,giirisay ,VV,O
,Eraaman ,NN,O
,siyettides,NN,O
,; ,AJ,O
Sentence: 109,Ira'eela,NZ,B-PER
,ba ,VV,O
,naytas ,NP,O
,yeekkadus,NP,O
,; ,NC,O
Sentence:200,nayti ,NN,O
,wuri ,NN,O
,wurida ,NN,O
,gish ,NN,O
,minnanas ,NN,O
,dandayonta ,AJ,O
,ixadus,NZ,O
,” ,VV,O
,geetettidi ,VV,O
,nabe ,NN,O
,Ermaasan,NN,I-PER
,yootettidays ,AJ,O
,polettides,NZ,O
,. ,VV,O
Sentence:,Gibxeppe,NN,B-LOC
,Naazirete,NN,I-LOC
,simo,AJ,O
,.,NZ,O
Sentence:,Tamu,VV,O
,Herdoosi,VV,B-PER
, hayqqidappe,NN,O
, guye ,NN,O
,Goda,AJ,I-PER
,kiitanchay ,NZ,O
,agumora ,VV,O
,Yoosefes,NP,I-PER
,Gibxe,NP,I-LOC
,biittan,NC,I-LOC
,beettidi,NN,O
,", ",NN,O
,Tamu,NN,O
, “,PU,O
,Dendada ,PU,O
,guutha,NN,O
, Naazanne ,NN,O
,iza ,AJ,O
,aayiyo ,NZ,O
,ekkada ,VV,O
,Isra'eele,VV,I-LOC
, biitta,NN,I-LOC
,simma,NN,O
,; ,AJ,O
,Naaza ,NZ,O
,wodhana ,VV,O
,koyizayti ,NP,O
,hayqqida,NP,O
,” ,NC,O
,gides,NN,O
,. ,NN,O
Sentence:,Ayle,NN,O
,Yoosefey,PU,I-PER
,dendidi ,NN,O
,naaza ,NN,O
,aayiyra ,NN,O
,ekkidi ,AJ,O
,Isra'eel,NZ,I-LOC
,biitta ,VV,O
,simmides,VV,O
,.,NN,O
Sentence:,Heysi,NN,O
, gido ,AJ,O
,attin ,NZ,O
,Arkalawosi,VV,I-PER
, ba ,NP,O
,aawa ,NP,O
,Herdoosa,NC,I-PER
,soon ,NN,O
,Yuhudan,NN,I-LOC
,kawotidayssa ,NN,O
,siydinne ,NN,O
,he ,NN,O
,baanas,AJ,O
, babbides,NZ,O
,; ,VV,O
Sentence:,Goday,VV,B-PER
,agumora ,NN,O
,izi ,NN,O
,he ,AJ,O
,boonta ,NZ,O
,mala ,VV,O
,yootida ,NP,O
,gish ,NP,O
,Galila ,NC,I-LOC
,awurajja,NN,I-LOC
,bides,NN,O
,. ,NN,O
Sentence:,Hewode,PU,O
,Naazirete,PU,B-LOC
,geetettiza ,NN,O
,katamayo ,NN,O
,biidi ,AJ,O
,heen ,NZ,O
,duus ,VV,O
,oykkides,VV,O
,. ,pun,O
Sentence:,Hessanka ,NN,O
,kase ,NN,O
,nabetan ,AJ,O
,“,NZ,O
,Naazirete,VV,I-LOC
, as,VV,O
, geetettana,NN,O
,”,NN,O
, geetettidi ,AJ,O
,kasetidi,NZ,O
, sinthafes ,VV,O
,hasayettidayssi,NP,O
, kumides,NP,O
,. ,NC,O
Sentence:,Xammaqiza ,NN,O
,Yohannisa,NN,I-PER
, sabako,NN,O
,.,PU,O
Sentence:,Yohanisey,PU,B-PER
,He ,NN,O
,wode ,NN,O
,xammaqiza ,AJ,O
,Yohannisi,NZ,I-PER
,asaas ,VV,O
,“,VV,O
,Salo ,NN,O
,kawotethi,NN,I-ORG
,matida ,AJ,O
,gish ,NZ,O
,inte ,VV,O
,nagarappe ,NP,O
,simmite,NP,O
,” ,NC,O
,gi ,NN,O
,sabakishe ,NN,O
,Yuhuda,NN,I-LOC
,bazzora ,PU,O
,yides,NN,O
,. ,NN,O
Sentence:,Kala,NN,O
,“,AJ,O
,Goda,NZ,I-PER
,oge ,VV,O
,ooththite,VV,O
,", ",NN,O
,wogga ,NN,O
,ogezakka ,AJ,O
,lo'ethite ,NZ,O
,gishe,VV,O
, bazzo ,NP,O
,biittan ,NP,O
,waassiza ,NC,O
,qaala,NN,O
,” ,NN,O
,geetettidi ,NN,O
,kase ,NN,O
,nabe ,NN,O
,Isayaasan,NN,I-PER
,yootetidayssi ,NN,O
,Yohannisa,AJ,I-PER
,  gishassa,NZ,O
,. ,VV,O
Sentence:,Xamaqiza,VV,O
,Yohannisi,NN,B-PER
, gaamella ,NN,O
,isikefe ,AJ,O
,oosettida ,NZ,O
,may'o ,VV,O
,may'ees,NP,O
,. ,NP,O
Sentence:,Ba ,NC,O
,xeessan ,NN,O
,dafo ,NN,O
,gixxees ,NN,O
,izas ,PU,O
,paaxishe ,PU,O
,Yordaanoose ,NN,I-LOC
,Shaafan,NN,I-LOC
,iza,AJ,O
, kushen,NZ,O
, xammaqettides,VV,O
,.,VV,O
Sentence:,Ayley,NN,O
,Daro ,NN,O
,Farsaaweetinne ,AJ,O
,Saduqaaweti,NZ,O
, izi ,VV,O
,xammaqizaso ,NP,O
,yishin ,NP,O
,beyidi ,NC,O
,Yohannisi,NN,I-PER
,“,NN,O
,Inteno ,NN,O
,shooshato,PU,O
,! ,NN,O
,Inte ,NN,O
,sinthara ,NN,O
,diza ,AJ,O
,hanqofe ,NZ,O
,attana ,VV,O
,mala ,VV,O
,intena ,NN,O
,ooni ,NN,O
,bessidee,AJ,O
,?  ,NZ,O
Sentence:,Yesusika,VV,B-PER
,etina,NP,O
,inte ,NP,O
,nagarappe,NC,O
, simmidayssa ,NN,O
,bessiza ,NN,O
,ooso ,NN,O
,ooththite,NN,O
,. ,NN,O
Sentence:,Heysika,AJ,O
,‘,NZ,O
,Nu ,VV,O
,aaway ,VV,O
,Abrahaamey,NN,I-PER
,nuus ,NN,O
,dees,AJ,O
,’ ,NZ,O
,gizayssan ,VV,O
,interka ,VV,O
,intena ,NN,O
,baleththofte,NN,O
,; ,AJ,O
Sentence:,ta ,NZ,O
,intes ,VV,O
,Xoossi,NP,I-PER
,hayta ,NP,O
,shuchchatappe ,NC,O
,Abrahaames,NN,I-PER
,naa ooththi ,NN,O
,denthanas ,NN,O
,dandayees ,PU,O
,gays,PU,O
,.  ,NN,O
Sentence:,Yesusika,NN,B-PER
,Hekko ,AJ,O
,kaltay ,NZ,O
,qanxanaas ,VV,O
,mithata ,VV,O
,garsan ,NN,O
,giigeti ,NN,O
,uttides,AJ,O
,; ,NZ,O
Sentence:,hessa ,VV,O
,gish ,NP,O
,lo'o ,NP,O
,ayfe ,NC,O
,ayfonta ,NN,O
,mithi ,NN,O
,wuri ,NN,O
,qanxettananne ,PU,O
,taman ,NN,O
,yeggettana,NN,O
,.  ,NN,O
Sentence:,Yohanisey,AJ,B-PER
,Tani ,NZ,O
,maarotethas ,VV,O
,haaththan ,VV,O
,xammaqays,NN,O
,; ,NN,O
Sentence,haray ,AJ,O
,atto ,NZ,O
,shin ,VV,O
,ta,NP,O
, iza ,NP,O
,caamma ,NC,O
,tookkanas,NN,O
, bessontadey ,NN,O
,taappe ,NN,O
,aadhdhiza,NN,O
, minoy ,NN,O
,guyera ,AJ,O
,yaana,NZ,O
Sentence:,; ,VV,O
,izikka ,VV,O
,Xillo ,NN,O
,Ayananinne ,NN,O
,taman ,AJ,O
,intena ,NZ,O
,xammaqana,VV,O
,.,pun,O
Sentence:,Inteno ,NN,O
,Kath ,NN,O
,suragiza ,AJ,O
,pithay,NZ,O
, iza ,VV,O
,kushen,VV,O
, dees,NN,O
,; ,NN,O
Sentence:,izikka ,AJ,O
,ba ,NZ,O
,kaththa ,VV,O
,baleza ,NP,O
,pitti ,NP,O
,geeshshana,NC,O
,;,NN,O
, ba ,NN,O
,gistezakka ,NN,O
,kaththa ,PU,O
,di'en ,PU,O
,qolana,NN,O
,; ,NN,O
Sentence:,happa ,AJ,O
,gidikko,NZ,O
, to'onta ,VV,O
,taman ,VV,O
,xuugana,NN,O
,” ,NN,O
,gides,AJ,O
,.,NZ,O
Sentence:,Yesusi ,VV,O
, xammaqettides,NP,O
,.,NP,O
Sentence:,Siyite,NC,O
,He ,NN,O
,wode ,NN,O
,Yesusi ,NN,I-PER
,Yohannisan,PU,I-PER
,xammaqettanas,NN,O
, Galilappe,NN,I-LOC
,Yordanoose ,NN,I-LOC
,shaafa ,AJ,I-LOC
,bides,NZ,O
,. ,VV,O
Sentence:,Heysika,VV,O
,Gido ,NN,O
,attin ,NN,O
,Yohannisi ,NN,I-PER
,“,pun,O
,Hayssi ,NN,O
,hanenna,NN,O
,; ,AJ,O
Sentence:,tani,NZ,O
, nenan ,VV,O
,xammaqettana ,VV,O
,bessishin ,NN,O
,neni ,NN,O
,waanada ,AJ,O
,taakko ,NZ,O
,yay,VV,O
,?,NP,O
,” ,NP,O
,giidi ,NC,O
,izara ,NN,O
,marshettides,NN,O
,.,NN,O
Sentence:,Tosa,PU,O
,Yesusikka,PU,I-PER
,“,NN,O
,Aykkoy ,NN,O
,baawa,AJ,O
,", ",NZ,O
,ero ,VV,O
,garkii,VV,O
,? ,NN,O
Sentence:,Hayssa ,NN,O
,ooththidi ,AJ,O
,nuni ,NZ,O
,xilloteth ,VV,O
,ubba ,NP,O
,polanas,NP,O
, nuus ,NC,O
,bessees,NN,O
,” ,NN,O
,Woradan,NN,I-LOC
,diza ,PU,O
,qabaletan,NN,I-LOC
,saminttan ,NN,O
,saminttan,NN,O
, kaalo ,AJ,O
,ooththizaysa ,NZ,O
,qonccissidi ,VV,O
,Lafa ,VV,O
,aginan ,NN,O
,ooththida,NN,O
, kaalon ,AJ,O
,wodey ,NZ,O
,adhdhida ,VV,O
,shaye ,NP,O
,qixale ,NP,O
,dumma ,NC,O
,dumma ,NN,O
,mishshatara ,NN,O
,walakettida ,NN,O
,barbare ,NN,O
,zal'anchati ,NN,O
,bayzishe ,AJ,O
,oykettidaysa ,NZ,O
,yootida,VV,O
,.,pun,O
Sentence:,Wursethan ,NN,O
,woreda,NN,O
,zal'enne,AJ,O
, industure ,NZ,O
,xifate ,VV,O
,keetha,VV,O
,kaappo,NN,O
,daanna,NN,O
, Alamusa  ,AJ,O
,Adasoy,NZ,O
,quma ,VV,O
,kaththa ,NP,O
,bola ,NP,O
,allaga ,NC,O
,mishshata ,NN,O
,walaki ,NN,O
,zal'izayta ,NN,O
,bayzon ,PU,O
,dishin ,PU,O
,oykkidi,NN,O
, haratas ,NN,O
,timirtte,AJ,O
, gidana ,NZ,O
,mala ,VV,O
,ha'i ,VV,O
,higgera ,NN,O
,gaththidi ,NN,O
,oothon ,AJ,O
,dizaysa ,NZ,O
,qonccissida ,VV,O
,gishe ,NP,O
,oda ,NP,O
,gaththiday ,NC,O
,Daramaalo,NN,O
,woga,NN,O
,turizimenne ,NN,O
,kawo ,PU,O
,gaagetetha ,NN,O
,wude ,NN,O
,xiffate,NN,O
,keethako ,AJ,O
,.  ,NZ,O
Sentence:,Soo ,VV,O
,medosata ,VV,O
,goofinanne,NN,O
, tire ,NN,O
,harggey,AJ,O
, medhettidi ,NZ,O
,deyshata ,VV,O
,qoha ,NP,O
,gathon ,NP,O
,dizaysas ,NC,O
,dhaley ,NN,O
,shiiqana ,NN,O
,mala ,NN,O
,issi ,NN,O
,issi ,NN,O
,dhiraashe ,AJ,I-LOC
,worada,NZ,I-LOC
,goshshanchati ,VV,O
,oychchida,VV,O
,. ,pun,O
Sentence:,Worada,NN,I-LOC
,mehetanne ,NN,O
,mole ,AJ,O
,haaro,NZ,O
, limaate ,VV,O
,xiffate ,VV,I-ORG
,keethay ,NN,I-ORG
,harggey ,NN,O
,diza ,AJ,O
,heeratan ,NZ,O
,dhale ,VV,O
,shiishshanaas,NP,O
